Exploratory	Year	Interviewer	Date	PlotID	EP_PlotID	LWCode	SizeManagementUnit	LanduseType	DescLanduse	LanduseIntensity	DescLanduseIntensity	Drainage	StartDrainage	WaterLogging	AllYearGrazing	StartGrazing	EndGrazing	GrazingType	Livestock1	GrazingOverNight1	StartGrazingPeriod1	EndGrazingPeriod1	Livestock2	GrazingOverNight2	StartGrazingPeriod2	EndGrazingPeriod2	Livestock3	GrazingOverNight3	StartGrazingPeriod3	EndGrazingPeriod3	Livestock4	GrazingOverNight4	StartGrazingPeriod4	EndGrazingPeriod4	Cattle6months1	Cattle6_24months1	CattlePlus2years1	SheepGoat1year1	SheepGoatPlus1year1	Pony1	Horse3years1	HorsePlus3years1	NbLivestock1	LivestockUnits1	DescLSU1	DayGrazing1	GrazingArea1	Cattle6months2	Cattle6_24months2	CattlePlus2years2	SheepGoat1year2	SheepGoatPlus1year2	Pony2	Horse3years2	HorsePlus3years2	NbLivestock2	LivestockUnits2	DescLSU2	DayGrazing2	GrazingArea2	Cattle6months3	Cattle6_24months3	CattlePlus2years3	SheepGoat1year3	SheepGoatPlus1year3	Pony3	Horse3years3	HorsePlus3years3	NbLivestock3	LivestockUnits3	DescLSU3	DayGrazing3	GrazingArea3	Cattle6months4	Cattle6_24months4	CattlePlus2years4	SheepGoat1year4	SheepGoatPlus1year4	Pony4	Horse3years4	HorsePlus3years4	NbLivestock4	LivestockUnits4	DescLSU4	DayGrazing4	GrazingArea4	SupplementaryFeeding	DescFeeding	Cuts	DateCut1	DateCut2	DateCut3	DateCut4	DateCut5	MowingType	DescMowing	ProductCut1	MowingMachine1	CutWidth_m1	CutHeight_cm1	DriveSpeed_kmh1	MowingConditioner1	TypeConditioner1	YieldMowing_dtTMha1	ProductCut2	MowingMachine2	CutWidth_m2	CutHeight_cm2	DriveSpeed_kmh2	MowingConditioner2	TypeConditioner2	YieldMowing_dtTMha2	ProductCut3	MowingMachine3	CutWidth_m3	CutHeight_cm3	DriveSpeed_kmh3	MowingConditioner3	TypeConditioner3	YieldMowing_dtTMha3	ProductCut4	MowingMachine4	CutWidth_m4	CutHeight_cm4	DriveSpeed_kmh4	MowingConditioner4	TypeConditioner4	YieldMowing_dtTMha4	ProductCut5	MowingMachine5	CutWidth_m5	CutHeight_cm5	DriveSpeed_kmh5	MowingConditioner5	TypeConditioner5	YieldMowing_dtTMha5	YieldMowingTotal_dtTMha	DescYield	Fertilization	NbFertilization	DateFertilization1	TypeFertApplication1	DateFertilization2	TypeFertApplication2	DateFertilization3	TypeFertApplication3	DateFertilization4	TypeFertApplication4	DateFertilization5	TypeFertApplication5	DateFertilization6	TypeFertApplication6	DateFertilization7	TypeFertApplication7	Manure_tha	TypeManure	Slurry_m3ha	TypeSlurry	Biogas_m3ha	Sludge_m3ha	Mash_m3ha	DescSlurryManure	ExactValOrg	NorgExact	PorgExact	KorgExact	minNitrogen_kgNha	minPhosphorus_kgPha	minPotassium_kgKha	Lime_kgCaha	Sulphur_kgSha	FertOther	DescFert	Maintenance	Leveling	DateLeveling1	DateLeveling2	DateLeveling3	Rolling	DateRolling1	DateRolling2	Mulching	DateMulching1	DateMulching2	ShrubClearanceMulch	DateScrubClMulch	ShrubClearanceSaw	DateScrubClSaw	DescMaintenance	PlantProtectionAgend	DescPPA	Seeds	DescSeeds	LanduserSince	UseSince	Intensity	DescIntensity	Agriculture1981	DescAgriculture1981	RecentLandConsolidation	DescLandConsolidation	OrganicStandards	DescOrganicStandards	AgriEnvironMeasures	DescAgriEnvironMeasures	OtherRemarks
ALB	2008	"Ralf Lauterbach"	2009-05-28	A35767	AEG15	LW102A	3.78	Wiese	-1	ja	-1	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	3	2008-05-31	2008-07-15	2008-09-15	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	2	NA	NA	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	40	Misch	0	0	0	"Guelle Rind Ende April, Ende Juli,  - teils auch Schweineguelle (hoeherer N und P Gehalt!)"	nein	0	0	0	0	0	0	0	0	0	"Guelle Rind Ende April, Ende Juli,  - teils auch Schweineguelle (hoeherer N und P Gehalt!)"	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1993	1993	nein	-1	ja	"moeglicherweise in Teilen der heutigen Bewirtschaftungseinheit vor 1993"	NA	-1	nein	-1	nein	-1	-1
ALB	2008	"Ralf Lauterbach"	2009-02-26	A36692	AEG16	LW093A	16.03	Maehweide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Oktober	Oktober	Dauerweide	Rind	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	10	0	0	0	0	0	0	0	10	13	-1	20	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	2	2008-06-15	2008-08-15	-1	-1	-1	ja	-1	Heu	Kreiselmäher	NA	NA	NA	NA	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	10	Rind	0	-1	0	0	0	Rindermist	nein	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	2005	1987	nein	-1	nein	-1	NA	-1	ja	"Bioland seit 2001"	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA: ""Programm zur Artenvielfalt"", ""oekologische Bewirtschaftung"""	-1
ALB	2008	"Ralf Lauterbach"	2009-05-16	A46114	AEG17	LW023A	1.98	Wiese	-1	ja	-1	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	3	2008-05-31	2008-07-15	2008-09-01	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	1	1	NA	0	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	25	Rind	0	0	0	Rindergülle?	nein	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1995	1995	nein	"In Trockenjahren (2003) nur 2 Schnitte"	nein	-1	NA	-1	ja	"EU-Bio seit 2006 , Aussicht auf Verbandszertifizierung in den naechsten Jahren (Bioland)"	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA 2006: ""Gruenlandgrundpunkte"""	-1
ALB	2008	"Ralf Lauterbach"	2009-05-19	A46500	AEG18	LW100A	3.5	Wiese	-1	ja	"ja, Ausnahme: Flurstueck 5051000 Acker bis 2006"	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	3	2008-06-01	2008-07-31	2008-10-31	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	2	NA	NA	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	24	Rind	0	0	0	"Annahme Rind: Guelle: April, Ende Mai;"	nein	0	0	0	20	50	0	0	0	0	"Stickstoff als Kalkamon: April, Ende Mai; Phosphor als G18: April"	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	ja	"Nachsaat jaehrlich: im Fruehjahr mit empfohlener Mischung des LWA-Muensingen"	2005	2005	nein	-1	ja	"Flurbereinigung 1992: Wechsel der Bewirtschafter"	NA	-1	nein	-1	nein	-1	-1
ALB	2008	"Ralf Lauterbach"	2010-02-25	A35463	AEG19	LW208A	5.13	Maehweide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Mai	Oktober	Umtriebsweide	Rind	-1	NA	NA	Pferd	-1	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	0	48	0	0	0	0	0	23	71	73.3	-1	70	NA	0	0	0	0	0	0	NA	NA	NA	NA	-1	NA	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	ja	"Heu; Silage; Hafer; Kraftfutter; Pferde Zufuetterung im Stall (geringe Mengen; Wintermonaten mehr)"	1	2008-06-01	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 65dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	50	0	0	0	0	0	"Kalkamon 1mal im Fruehjahr"	ja	1	Fruehjahr	-1	-1	1	Fruehjahr	-1	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal, Walzen Fruehjahr_1mal"	nein	-1	ja	"Nachsaat partiell: zur Reparatur: Saatgutmischung: 20% Weidelgras fruehbluehend, 20% Weidelgras mittelspaet-bluehend, 20% Weidelgras spaetbluehend, 20%Weidelgras tetra, 20% Wiesenrispe, Nachsaat jaehrlich"	1817	1950	nein	-1	nein	-1	NA	-1	nein	-1	nein	-1	-1
ALB	2008	"Ralf Lauterbach"	2009-09-03	A39275	AEG2	LW019A	6.34	Wiese	-1	ja	-1	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	3	2008-05-15	2008-07-15	2008-09-15	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	0	-1	15	Misch	0	0	0	"Misch- und Rindergülle: 3mal Gülle (je 15m³/ha)"	nein	0	0	0	100	0	0	0	0	0	"3mal Stickstoff (1Düngung 40kg/ha; 2+3Düngung 30kg)"	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	ja	"15kg/ha, Saatgutmischung (empfohlen vom LWA) trockene Standorte, NAchsaat jaehrlich"	1999	1977	nein	-1	ja	"Teilstueck A bis 1997"	NA	-1	nein	-1	nein	-1	-1
ALB	2008	"Ralf Lauterbach"	2009-12-05	A21699	AEG20	LW208A	2.19	Weide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Mai	Oktober	Umtriebsweide	Rind	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	55	0	0	0	0	0	0	55	33	-1	21	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	50	0	0	0	0	0	"Kalkamon 1mal im Fruehjahr"	ja	1	Fruehjahr	-1	-1	1	Fruehjahr	-1	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal, Walzen Fruehjahr_1mal"	nein	-1	nein	"Nachsaat partiell: zur Reparatur: Saatgutmischung: 20% Weidelgras fruehbluehend, 20% Weidelgras mittelspaet-bluehend, 20% Weidelgras spaetbluehend, 20%Weidelgras tetra, 20% Wiesenrispe, Nachsaat jaehrlich"	1817	1950	nein	-1	nein	-1	NA	-1	nein	-1	nein	-1	-1
ALB	2008	"Ralf Lauterbach"	2009-02-27	A21850	AEG21	LW205A	2.93	Weide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Mai	November	Dauerweide	Rind	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	32	32	0	0	0	0	0	0	64	41.6	-1	80	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	ja	"Heu; Silage"	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	27	Rind	0	-1	0	0	0	"Annahme Rind-Alte Angabe 80t/ha"	nein	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1982	1982	nein	-1	nein	-1	NA	-1	ja	Bio-Zert	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	MEKA	-1
ALB	2008	"Ralf Lauterbach"	2009-05-18	A45310	AEG22	LW003A	4.84	Wiese	-1	ja	-1	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	1	2008-07-15	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	2000	2000	nein	-1	nein	"1991-2007: gleiche Nutzung, 1988-1991: Schafweide, davor verm. kein Ackerbau"	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA 2006: ""Einschuerige Wiese"""	-1
ALB	2008	"Ralf Lauterbach"	2010-02-25	A45122	AEG23	LW003A	0.49	Wiese	-1	ja	-1	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	2	2008-06-01	2008-08-15	-1	-1	-1	ja	-1	Heu	Kreiselmäher	NA	NA	NA	NA	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1977	1977	nein	-1	nein	-1	NA	-1	nein	-1	"ja, aber keine Massnahme auf dieser Flaeche"	-1	-1
ALB	2008	"Ralf Lauterbach"	2009-06-30	A42306	AEG24	LW063A	1.88	Maehweide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	April	November	Portionsweide	Schaf	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	100	0	0	0	100	10	-1	25	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	2	2008-05-31	2008-07-15	-1	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	10	Schaf	0	-1	0	0	0	"November, Schaf"		0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1968	1968	nein	-1	nein	-1	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA: ""Gruenlandgrundpunkte"""	-1
ALB	2008	"Ralf Lauterbach"	2009-02-25	A7116	AEG25	LW086A	22.06	Weide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	April	September	Umtriebsweide	Schaf	-1	NA	NA	Ziege	-1	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	310	515	0	0	0	825	67	-1	18	NA	0	0	0	NA	NA	0	0	0	NA	NA	-1	NA	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1982	1982	nein	-1	nein	-1	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	MEKA	-1
ALB	2008	"Ralf Lauterbach"	2009-02-27	A28932	AEG26	LW130A	1.4	Weide	Hueteschaeferei	ja	-1	"keine Entwässerung"	-1	nein	nein	April	November	Umtriebsweide	Schaf	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	100	550	0	0	0	650	60	-1	6	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	ja	"Zufuetterung Laemmer NAchts im Stall,  teils auch Muttertiere"	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	0	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	"Aufwuchs entfernen: Wacholder und Schwarzdorn werden regelmaessig durch Foerster gepflegt, keine maschinelle Pflege;  (2007, Januar)"	nein	-1	nein	-1	1995	1995	nein	-1	nein	-1	NA	-1	nein	"ueberpruefung der unzaehligen Weiden im Winterquatier nicht moeglich"	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA: derzeit , Wechsel zu LPR erwuenscht."	-1
ALB	2008	"Ralf Lauterbach"	2009-06-30	A40320	AEG27	LW063A	2.21	Weide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Mai	September	Umtriebsweide	Schaf	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	600	0	0	0	600	60	-1	8	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein		-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1977	1977	nein	-1	nein	-1	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	MEKA	-1
ALB	2008	"Ralf Lauterbach"	2009-09-22	A42175	AEG28	LW062A	10.04	Weide	-1	ja	-1	"keine Entwässerung"	-1	nein	nein	Mai	Oktober	Umtriebsweide	Schaf	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	300	700	0	0	0	1000	85	-1	7	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	ja	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	"Entfernen von Einzelpflanzen"	nein	-1	nein	-1	1962	1962	nein	-1	nein	-1	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	MEKA	-1
ALB	2008	"Ralf Lauterbach"	2009-02-02	A22026	AEG29	LW210A	3.53	Maehweide	-1	nein	"In einzelnen Jahren vor 2006, ausschließlich als Weide genutzt"	"keine Entwässerung"	-1	nein	nein	September	November	Dauerweide	Rind	-1	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	9	0	10	0	0	0	0	0	19	12.7	-1	14	NA	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	ja	"Heu: Ernte von 0,5 Hektar"	1	2008-07-31	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	20	Pferd	0	-1	0	0	0	"Pferdemist (hoher Strohanteil)"	nein	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1988	1965	nein	-1	nein	-1	NA	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	MEKA	-1
ALB	2008	"Ralf Lauterbach"	2009-05-16	A48112	AEG3	LW023A	5.19	Wiese	-1	ja	"seit 1957  Wiese"	"keine Entwässerung"	-1	nein	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	NA	-1	0	0	NA	-1	3	2008-05-31	2008-07-15	2008-08-31	-1	-1	ja	-1	Silage	Kreiselmäher	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	ja	1	1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	20	Rind	0	0	0	Rindergülle	nein	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Schleppen Fruehjahr_1mal"	nein	-1	nein	-1	1987	1987	nein	-1	nein	-1	NA	-1	ja	"EU-Bio seit 2006 , Aussicht auf Verbandszertifizierung in den naechsten Jahren (Bioland)"	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"MEKA 2006: ""Gruenlandgrundpunkte"""	-1
